FILE NAME,TITLE,OP ID,BDRC ID,VOLUME NUMBER
MW1PD95844_2656,སྤྱོད་ཡུལ་སྦྱོང་བའི་བསམ་གཏན།,I63A43687,MW1PD95844_2656,44
MW1PD95844_2678,འཆི་བ་བླུ་བའི་བསྡུས་དོན།,I6438B472,MW1PD95844_2678,46
MW1PD95844_2028,ཁ་སརྤ་ཎིའི་སྒྲུབ་ཐབས།,I64B01002,MW1PD95844_2028,40
MW1PD95844_0631,རལ་གཅིག་མའི་སྒྲུབ་ཐབས།,I64E841BE,MW1PD95844_0631,39
MW1PD95844_1947,རྡོ་རྗེའི་ཙ་རྩི་ཀའི་སྒྲུབ་ཐབས།,I6594433B,MW1PD95844_1947,39
MW1PD95844_2817,འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ལ་བསྟོད་པ།,I662ADC44,MW1PD95844_2817,47
MW1PD95844_2750,དཔལ་ནག་པོ་ཆེན་པོའི་སྲོག་གི་སྤུ་གྲིའི་སྒྲུབ་ཐབས།,I66D4654F,MW1PD95844_2750,47
MW1PD95844_0385,དཔལ་འཁོར་ལོ་སྡོམ་པ་བཅུ་གསུམ་མའི་བདག་ཉིད་ཀྱི་དབང་བསྐུར་བའི་ཆོ་ག།,I67393FA6,MW1PD95844_0385,42
MW1PD95844_2539,མངོན་པར་རྟོགས་པའི་སྙིང་པོ།,I67D2A3FD,MW1PD95844_2539,42
MW1PD95844_2705,རྡོ་རྗེ་གཏུམ་མོའི་སྒོ་ནས་ཕྱིར་བཟློག་པའི་འཁོར་ལོ།,I686B68B8,MW1PD95844_2705,47
MW1PD95844_2866,རྒྱལ་བ་སྐྱེད་མའི་རྣམ་པར་དབྱེ་བ་ངེས་པར་བསྟན་པ།,I69410073,MW1PD95844_2866,47
MW1PD95844_0451,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།,I695394F9,MW1PD95844_0451,42
MW1PD95844_2638,སྒྱུ་འཕྲུལ་དབང་གི་གལ་པོའི་དོན་འགྲེལ།,I69755D29,MW1PD95844_2638,44
MW1PD95844_1782,གདུགས་དཀར་མོ་ཅན་གཞན་གྱིས་མི་ཐུབ་མ་ཕྱིར་བཟློག་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་སྒྲུབ་ཐབས།,I69961042,MW1PD95844_1782,38
MW1PD95844_2485,རྡོ་རྗེ་མཁའ་འགྲོའི་རྣམ་པར་འགྲེལ་པའི་བཤད་སྦྱར།,I69F3E846,MW1PD95844_2485,42
MW1PD95844_2525,ཌཱ་ཀིའི་ཞལ་གདམས།,I6A0A503C,MW1PD95844_2525,42
MW1PD95844_0388,བཅུ་གསུམ་གྱི་བདག་ཉིད་དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག།,I6A3E62EC,MW1PD95844_0388,42
MW1PD95844_2767,ལས་མཁན་གྱི་བསྟོད་པ་བཞུགས།,I6BEEBBF9,MW1PD95844_2767,47
MW1PD95844_2800,དཔལ་མགོན་པོ་བྱ་རོག་མའི་བསྐངས་ཀྱི་ཆོ་གའི་རིམ་པ།,I6C8D0B88,MW1PD95844_2800,47
O2MS163914CZ189470,དཔལ་འཁོར་ལོ་སྡོམ་པ་མྱུར་དུ་སྒྲུབ་པ།,I6CEFCF1A,,42
MW1PD95844_2614,ཐུགས་ཀྱི་ཐིགས་པ།,I6E2B000F,MW1PD95844_2614,43
MW1PD95844_2782,བྱིན་གྱིས་བརླབས་པའི་ནག་པོའི་སྒྲུབ་ཐབས།,I6EAA4AE7,MW1PD95844_2782,47
MW1PD95844_2774,མགོན་པོའི་བཀྲ་ཤིས་ཡོན་ཏན་རྒྱ་མཚོ།,I6EBABFC2,MW1PD95844_2774,47
MW1PD95844_2660,སྒྱུ་འཕྲུལ་ཆེན་མོའི་མན་ངག།,I6F7C92D0,MW1PD95844_2660,44
MW1PD95844_2619,སེམས་བསྐྱེད་པའི་ཆོ་ག་མདོར་བཤད་པ།,I7045A744,MW1PD95844_2619,43
MW1PD95844_2393,འཕགས་མ་ལྷ་མོ་སྒྲོལ་མའི་བསྟོད་པ།,I7225E254,MW1PD95844_2393,47
MW1PD95844_2593,ཐབས་ཀྱི་ཞགས་པ་པདྨོའི་འཕྲེང་བའི་འགྲེལ་པ།,I72807882,MW1PD95844_2593,43
MW1PD95844_2552,དཔལ་རྡོ་རྗེ་ཕག་མོ་ཤེས་རབ་གསལ་བྱེད་ཅེས་བྱ་བའི་སྒྲུབ་ཐབས།,I74008CCD,MW1PD95844_2552,42
MW1PD95844_2533,དེ་ཉིད་བདུན་གྱི་འགྲེལ་པ།,I7550581C,MW1PD95844_2533,42
MW1PD95844_2436,བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས།,I76585E5E,MW1PD95844_2436,47
MW1PD95844_2862,རྟེན་འབྲེལ་སྙིང་པོའི་སྔགས་ཐེམ་ཞིབ་མོར་བཀོད་པ།,I7737EDE8,MW1PD95844_2862,47
MW1PD95844_2796,དབང་བསྐུར་གྱི་ཆོ་ག་རིན་ཆེན་ཕྲེང་འདྲ།,I777776C5,MW1PD95844_2796,47
O2MS163914CZ189452,དཔའ་བོ་གཅིག་པའི་བསྒྲུབ་ཐབས།,I77A99D13,,42
MW1PD95844_2037,ཨུ་ཊྱན་གྱི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་པའི་ཐབས།,I77EA703C,MW1PD95844_2037,40
MW1PD95844_2648,ཞི་བའི་ལྷ་རྒྱུད།,I77F4144D,MW1PD95844_2648,44
MW1PD95844_1672,དཔལ་འཇིག་རྟེན་དབང་ཕྱུག་མཁའ་ལ་གཤེགས་པའི་སྒྲུབ་ཐབས་རྒྱས་པ།,I787B7FB8,MW1PD95844_1672,37
MW1PD95844_2609,ན་མོ་རིན་ཆེན་མངོན་རྫོགས།,I78C1B445,MW1PD95844_2609,43
MW1PD95844_0639,དུས་མཚམས་སྲང་མདའི་ལས།,I78CDEB4A,MW1PD95844_0639,14
MW1PD95844_2612,ལམ་རྣམ་པར་བཀོད་པ་སངས་རྒྱས་གསང་བའི་མན་ངག།,I7946AA1C,MW1PD95844_2612,43
MW1PD95844_2601,རྣལ་འབྱོར་ཆེན་པོ་ཤེས་རབ་སྤྱན་འབྱེད་ཀྱི་མན་ངག།,I79C061AE,MW1PD95844_2601,43
MW1PD95844_0448,རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།,I7A714805,MW1PD95844_0448,42
O2MS163914CZ189469,ཆོས་སྤྱོད་མི་དགེ་རང་གྲོལ།,I7B5CA4DB,,42
MW1PD95844_2790,ནག་པོ་ཆེན་པོ་ཕྱག་བཞི་པའི་སྒྲུབ་ཐབས།,I7B994E31,MW1PD95844_2790,47
O2MS163914CZ189498,སངས་རྒྱས་འབྱུང་བ།,I7C733130,,42
MW1PD95844_0674,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,I7C7331B0,MW1PD95844_0674,47
MW1PD95844_2625,སྐུ་གདུང་ལས་ཀྱི་འཕྲེང་བ།,I7CEB7C55,MW1PD95844_2625,43
O2MS163914CZ189529,སྦྱོར་བ་མདོར་བསྡུས།,I7D57155A,,42
MW1PD95844_2820,བགེགས་བདག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག་རབ་ཏུ་བཤད་པ།,I7D858FF1,MW1PD95844_2820,47
MW1PD95844_2826,དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས།,I7E78C8A4,MW1PD95844_2826,47
MW1PD95844_2637,སྒྱུ་འཕྲུལ་ཁྲོ་བོའི་དབང་བསྐུར་བ་དཀྱིལ་འཁོར་རྡོ་རྗེ་ལས་ཀྱི་རིམ་པ།,I7ED006C4,MW1PD95844_2637,44
MW1PD95844_2661,རྡོ་རྗེ་བདུད་རྩི་གསུམ་གྱི་མངོན་པར་རྟོགས་པ།,I7F376436,MW1PD95844_2661,44
O2MS163914CZ189836,མངོན་པར་རྟོགས་པ་མུ་ཏིག་གི་ཕྲེང་བ།,I7FE185C8,,47
MW1PD95844_2732,བདེ་བའི་འབྱུང་གནས་དཔལ་ལྡན་རྗེ་བཙུན་མ་ལ་བསྟོད་པ།,I807722A0,MW1PD95844_2732,47
MW1PD95844_2807,རྗེ་བཙུན་དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་མན་ངག་མདོར་བསྡུས་པ།,I815E44BC,MW1PD95844_2807,47
MW1PD95844_2628,སྐབས་འགྲེལ་བྱེ་བྲག་རྣམ་པར་བཤད་པ།,I816EB643,MW1PD95844_2628,43
MW1PD95844_2706,ཨཱུ་ཎི་ཤ་སྔགས་ཀྱི་མན་ངག་གི་སྒྲུབ་ཐབས།,I8315EEE8,MW1PD95844_2706,47
MW1PD95844_0674,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,I831C722A,MW1PD95844_0674,47
MW1PD95844_2478,ཆུ་གཏོར་གྱི་ཆོ་ག།,I84380F04,MW1PD95844_2478,47
MW1PD95844_2573,འཇིག་རྟེན་མགོན་པོའི་བསྟོད་པ།,I84EF5BC2,MW1PD95844_2573,42
MW1PD95844_3529,ཉེ་བསྒྱུར་གྱི་མཚན་ཉིས་བཤད་པ།,I8543578D,MW1PD95844_3529,109
MW1PD95844_2709,སྒྲོལ་མ་ཨཱུ་གྲའི་མཆོད་པའི་ཆོ་ག།,I87886DB2,MW1PD95844_2709,47
MW1PD95844_1479,འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་སྤྱན་དབྱེ་བའི་ཆོ་ག།,I8999EF40,MW1PD95844_1479,47
MW1PD95844_0066,འཇིག་རྟེན་དབང་ཕྱུག་གི་བསྟོད་པ་རིན་པོ་ཆེའི་ཕྲེང་བ།,I89BA42F9,MW1PD95844_0066,47
MW1PD95844_0677,ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ།,I8A33CDEC,MW1PD95844_0677,47
MW1PD95844_2562,རྡོ་རྗེ་རྣལ་འབྱོར་མ་སྦས་པའི་སྒོམ་པ།,I8A6849F9,MW1PD95844_2562,42
MW1PD95844_1902,སྒྲོལ་མ་ནོར་སྦྱིན་མའི་སྒྲུབ་ཐབས།,I8B69EFF7,MW1PD95844_1902,47
MW1PD95844_2698,དཔལ་འཇིག་རྟེན་མགོན་པོ་མཁའ་ལ་སྤྱོད་པའི་སྒྲུབ་ཐབས།,I8C2B1BB4,MW1PD95844_2698,47
O2MS163914CZ189477,སྒྱུ་མ་ལམ་གྱི་རིམ་པའི་འགྲེལ་པ།,I8C443634,,42
MW1PD95844_1030,བླ་མའི་མཎྜལ་ཡི་དམ་གྱི་ཆོ་ག།,I8DC9AC94,MW1PD95844_1030,25
MW1PD95844_1700,རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་ཆུ་གཏོར།,I8DEF5B5F,MW1PD95844_1700,37
MW1PD95844_0677,དཔལ་ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ།,I8EB50205,MW1PD95844_0677,14
MW1PD95844_2558,རིག་པ་འཛིན་མ་རྩེན་མའི་རྗེས་གནང་སྒྲུབ་ཐབས།,I8F1E9CED,MW1PD95844_2558,42
MW1PD95844_2828,འཕགས་པ་ཚོགས་ཀྱི་བདག་པོའི་སྦྱིན་སྲེག་གི་ཆོ་ག།,I8F8006AA,MW1PD95844_2828,47
MW1PD95844_2655,ཁྲོ་བོ་ཕྱག་རྒྱ་གཅིག་པ།,I90D0DD3C,MW1PD95844_2655,44
MW1PD95844_2604,ལྟ་བའི་རིམ་པ་ཡི་མན་ངག།,I9237D2B2,MW1PD95844_2604,43
MW1PD95844_2850,ཁྲོ་བོ་རེག་ཚིག་གི་གཏོར་ཆོག།,I923E1663,MW1PD95844_2850,47
MW1PD95844_2651,ཁྲོ་བོ་ལས་ཀྱི་འཕྲེང་བ་བསྡུས་པ།,I92B7B284,MW1PD95844_2651,44
MW1PD95844_2587,ཀུ་རུ་ཀུལླེའི་ལས་སྦྱོར་གྱི་མན་ངག།,I93099499,MW1PD95844_2587,42
O2MS163914CZ189448,གཉིས་སུ་མེད་པའི་རྣལ་འབྱོར།,I93312E2D,,42
MW1PD95844_2639,སྒྱུ་འཕྲུལ་དྲ་བ་ལྷན་ཅིག་སྐྱེས་པའི་ཡེ་ཤེས་སྣང་བ།,I9401F11B,MW1PD95844_2639,44
MW1PD95844_0451,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།,I9440249C,MW1PD95844_0451,42
MW1PD95844_3440,ཚད་མ་རིགས་པར་འཇུག་པའི་སྒོ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,I96846EF2,MW1PD95844_3440,97
MW1PD95844_2675,དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་རྒྱུད་ཀྱི་འགྲེལ་པ་མན་ངག་དང་ལྡན་པའི་རྒྱན།,I97528283,MW1PD95844_2675,46
MW1PD95844_0604,འཆི་བ་བསླུ་བ།,I999BFEF4,MW1PD95844_0604,47
MW1PD95844_2646,སྒྱུ་འཕྲུལ་དྲ་བ་རབ་ཏུ་གནས་པའི་ཆོ་གའི་རིམ་པ།,I9AE51453,MW1PD95844_2646,44
MW1PD95844_2854,བླ་མ་ནང་གི་སྒྲུབ་པ།,I9AE5FC50,MW1PD95844_2854,47
MW1PD95844_2777,དཔལ་ལྡན་ལྷ་མོ་ཆེན་པོའི་གསང་བའི་སྒྲུབ་ཐབས།,I9C2CBCB8,MW1PD95844_2777,47
MW1PD95844_2662,རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཆོ་ག།,I9C4300FF,MW1PD95844_2662,44
MW1PD95844_2584,བདག་མེད་མའི་སྟོབས་ཀྱི་འཁོར་ལོ་སྒྲུབ་པའི་ཐབས།,I9C676CB4,MW1PD95844_2584,42
MW1PD95844_1611,བཅོམ་ལྡན་འདས་འཇམ་པའི་དབྱངས་ཀྱི་དཔྱད་པ།,I9CAA9A17,MW1PD95844_1611,37
MW1PD95844_2791,ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོད་པ་རྣམས།,I9D00F140,MW1PD95844_2791,47
MW1PD95844_1267,ཨཱ་ཙརྱ་དཔའ་བོ་རྣམ་པར་སྣང་མཛད་ཀྱི་གླུ།,I9E65DCF1,MW1PD95844_1267,27
MW1PD95844_2621,དམ་ཚིག་ཕྲ་རྒྱས་བསྟན་པ།,I9F454B2C,MW1PD95844_2621,43
MW1PD95844_2570,དཔལ་མཆོག་ཏུ་གྱུར་པའི་ངོ་བོ་ཉིད་བདེ་བ་ཆེན་པོའི་གོ་འཕང་རྡོ་རྗེ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན།,I9FA66950,MW1PD95844_2570,42
MW1PD95844_2509,རྡོ་རྗེ་ཐེག་པའི་རྩ་བ་དང་ཡན་ལག་གི་ལྟུང་བའི་བཤགས་པ།,I9FE59549,MW1PD95844_2509,42
MW1PD95844_2851,ལྷ་ཆེན་པོ་གསུམ་གྱི་བསྒྲུབ་ཐབས།,I9FE6677B,MW1PD95844_2851,47
MW1PD95844_2673,འཇམ་དཔལ་གྱི་རྟོག་པ་ལས་དམ་རྫས་བདུད་རྩི་སྨན་དུ་སྒྲུབས་ཏེ་བསྟེན་པའི་རྟོག་པ།,IA005826A,MW1PD95844_2673,46
MW1PD95844_2550,ཤེས་རབ་སྣང་བ་སྒྲུབ་པའི་ཐབས།,IA152295A,MW1PD95844_2550,42
MW1PD95844_2641,གསང་བའི་ཐིགས་པའི་མན་ངག་གི་འགྲེལ་པ།,IA22E664E,MW1PD95844_2641,44
MW1PD95844_2853,ཕྱི་སྒྲུབ་ཀྱི་རྟེན་འབྲེལ་པན་ཆེན་བྷི་བུ་ཏི་ཙནྟྲས་མཛད་པ།,IA22FFABB,MW1PD95844_2853,47
MW1PD95844_2726,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་སྨོན་ལམ་གྲུབ་པ།,IA23E2E57,MW1PD95844_2726,47
MW1PD95844_2811,གླང་པོ་རིན་པོ་ཆེ་ལ་ནོར་བླང་བའི་མན་ངག།,IA2EA47A1,MW1PD95844_2811,47
MW1PD95844_2491,དུས་ཀྱི་འཁོར་ལོའི་རྒྱུད་ཀྱི་སྙིང་པོའི་འགྲེལ་པ་དྲི་མ་མེད་པའི་འོད།,IA32A35C3,MW1PD95844_2491,42
MW1PD95844_2626,ཟ་ཚོགས་གཏོར་མའི་ལུང་།,IA3701DAB,MW1PD95844_2626,43
MW1PD95844_2094,རིགས་བྱེད་མའི་སྒྲུབ་ཐབས།,IA3A2BA88,MW1PD95844_2094,40
MW1PD95844_2569,ཧེ་རུ་ཀ་དྲན་པ་གཅིག་པའི་སྒྲུབ་ཐབས།,IA3ABF708,MW1PD95844_2569,42
MW1PD95844_2713,དམ་ཚིག་སྦས་པ།,IA40450C8,MW1PD95844_2713,47
MW1PD95844_2607,རྡོ་རྗེ་སེམས་དཔའ་སྒྱུ་འཕྲུལ་དྲ་བའི་འོད་ཀྱི་རིམ་པ།,IA4AB2F7A,MW1PD95844_2607,43
O2MS163914CZ189842,སེམས་རིན་པོ་ཆེ་སྦྱོང་བར་བྱེད་པ།,IA627070A,,47
MW1PD95844_2510,ཛཱ་ལན་དྷ་ར་པས་བསྟོད་པ།,IA6856588,MW1PD95844_2510,42
MW1PD95844_2627,གསང་བའི་མདོ་དོན་བསྡུས་པ།,IA70E0AC7,MW1PD95844_2627,43
O2MS163914CZ190867,བྱ་རོག་གི་སྐད་བརྟག་པ།,IA74E90C0,,114
MW1PD95844_1817,གསང་སྔགས་རྗེས་སུ་འཛིན་མའི་སྒྲུབ་ཐབས།,IA7E913CD,MW1PD95844_1817,40
MW1PD95844_1878,འཇམ་དཔལ་གྱི་སྒྲུབ་པའི་ཐབས།,IA8983882,MW1PD95844_1878,40
MW1PD95844_1029,ཐུན་མོང་གི་དངོས་གྲུབ་རིན་པོ་ཆེ་སྒྲུབ་པའི་ཐབས་ཀྱི་མན་ངག།,IA9E7F784,MW1PD95844_1029,25
MW1PD95844_2645,བི་མ་ལས་མཛད་པའི་ཚིགས་རྐང་བཅུ་དགུ་པ།,IA9E8429E,MW1PD95844_2645,44
MW1PD95844_1000,མཚན་ཡང་དག་པར་བརྗོད་པའི་འགྲེལ་པ་ཚུལ་གསུམ་གསལ་བ།,IAA860FD6,MW1PD95844_1000,24
MW1PD95844_2833,འདོད་པའི་དབང་ཕྱུག་གི་བསྟོད་པ།,IAAA40BAB,MW1PD95844_2833,47
MW1PD95844_2139,འཇམ་དཔལ་ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས།,IAB666494,MW1PD95844_2139,47
MW1PD95844_2806,རང་གནས་པ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,IAB9A1AE4,MW1PD95844_2806,47
MW1PD95844_3552,སྐུ་གསུང་ཐུགས་ཀྱི་ཆ་ཚད།,IAC225529,MW1PD95844_3552,114
MW1PD95844_0677,ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ།,IAC7B6557,MW1PD95844_0677,47
MW1PD95844_2792,དཔལ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་འཕྲེང་འཛིན་ཆོས་ཀྱི་ཉིན་བྱེད།,IAC84B2F2,MW1PD95844_2792,47
MW1PD95844_2108,དཔལ་ཁ་སརྤ་ཎིའི་སྒྲུབ་ཐབས།,IACBA614B,MW1PD95844_2108,40
MW1PD95844_2532,རྣམ་པར་གྲོལ་བའི་སྙེ་མ་ཞེས་བྱ་བའི་གླུ།,IAD08780F,MW1PD95844_2532,42
MW1PD95844_2559,རྡོ་རྗེ་ཕག་མོ་རིག་པ་འཛིན་མ་རྩེན་མའི་སྒྲུབ་པའི་ཐབས།,IAD756B6F,MW1PD95844_2559,42
MW1PD95844_2594,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་གསང་བའི་སྙིང་པོའི་འགྲེལ་པ།,IAE38EC34,MW1PD95844_2594,43
MW1PD95844_2658,དཔལ་སྒྱུ་འཕྲུལ་ཆེན་མོའི་གཏོར་མའི་ཆོ་ག།,IAE546FA5,MW1PD95844_2658,44
MW1PD95844_2764,དཔལ་ལྷ་མོ་ལ་བསྟོད་པ།,IAF3A5F1D,MW1PD95844_2764,47
MW1PD95844_2546,དབང་བཞི་པའི་རྣམ་པར་བཞག་པའོ།,IB003F23B,MW1PD95844_2546,42
MW1PD95844_2633,སྒྱུ་འཕྲུལ་དྲ་བ་རིན་པོ་ཆེ་འོད་ཀྱི་སྣང་བ།,IB004EB80,MW1PD95844_2633,44
MW1PD95844_2727,བཅོམ་ལྡན་འདས་འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,IB0EBE80E,MW1PD95844_2727,47
MW1PD95844_2737,འཕགས་མ་སྒྲོལ་མའི་མཚན་ངེས་པ།,IB129B1B6,MW1PD95844_2737,47
MW1PD95844_2779,ནག་པོ་ཆེན་པོ་ཕུར་པར་སྒྲུབ་པ།,IB132B3B1,MW1PD95844_2779,47
MW1PD95844_2778,རྡོ་རྗེ་མཁའ་སྤྱོད་མ་སྒྲུབ་པའི་ཐབས།,IB1BB86C8,MW1PD95844_2778,47
MW1PD95844_2683,གཤིན་རྗེ་གཤེད་དམར་པོའི་འཁྲུལ་འཁོར་གྱི་དེ་ཉིད་བཤད་པ་ཞེས་བྱ་བའི་བསྒྲུབ་ཐབས།,IB1D99919,MW1PD95844_2683,46
MW1PD95844_2487,རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,IB1DAFDB1,MW1PD95844_2487,42
MW1PD95844_1262,གླུ།,IB21FC787,MW1PD95844_1262,27
MW1PD95844_2704,རྡོ་རྗེ་འཛིན་པ་ཕྱག་ན་རྡོ་རྗེའི་ལས་བསྒྲུབ་པའི་ཐབས།,IB24C2704,MW1PD95844_2704,47
O2MS163914CZ189762,ནག་པོ་ཆེན་པོའི་བསྟོད་པ་རྔམ་པ་སྒྲ་སྒྲོགས།,IB2EB1E32,,47
MW1PD95844_2734,རྗེ་བཙུན་མ་འཕགས་མ་སྒྲོལ་མ་ལ་ཁ་ཆེ་ཉི་མ་སྦས་པས་བསྟོད་པ།,IB3069420,MW1PD95844_2734,47
O2MS163914CZ189761,གསང་བའི་སྒྲུབ་ཐབས།,IB3344EA4,,47
MW1PD95844_1815,རྨ་བྱ་ཆེན་མོའི་སྒྲུབས་ཐབས།,IB433E75A,MW1PD95844_1815,38
MW1PD95844_0677,ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ།,IB45A07AA,MW1PD95844_0677,47
MW1PD95844_2578,བྱཱ་ལའི་མན་ངག།,IB484BE01,MW1PD95844_2578,42
O2MS163914CZ189838,མན་ངག་གི་སྙེ་མ།,IB6431279,,47
MW1PD95844_2544,འཆི་བདག་གཞོམ་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས།,IB749A175,MW1PD95844_2544,42
MW1PD95844_2752,ནག་པོ་ཆེན་པོའི་གཏོར་མའི་ཆོ་ག།,IB7994A20,MW1PD95844_2752,47
MW1PD95844_2712,དབང་གི་མན་ངག།,IB7BA28E8,MW1PD95844_2712,47
MW1PD95844_0225,རོ་བསྲེག་པའི་ཆོ་ག།,IB8862508,MW1PD95844_0225,47
MW1PD95844_2636,མཚན་ཉིད་སྒྲོན་མ།,IB8A68B4B,MW1PD95844_2636,44
MW1PD95844_2496,ཚིགས་བཅད་བཅུ་པ་ཞེས་བྱ་བ་ལམ་གྱི་རིམ་པ།,IB994654B,MW1PD95844_2496,42
MW1PD95844_2787,མགོན་པོའི་གཞུང་བསྟོད།,IB9B4B026,MW1PD95844_2787,47
MW1PD95844_2711,སྔགས་ཀྱི་དོན་འཇུག་པ།,IBA01A18B,MW1PD95844_2711,47
MW1PD95844_1076,གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་ཅན་གྱི་སྒྲུབ་ཐབས།,IBA161F22,MW1PD95844_1076,47
MW1PD95844_0369,དཔལ་འཁོར་ལོ་སྡོམ་པའི་དབང་གི་བྱ་བ།,IBB41488E,MW1PD95844_0369,42
MW1PD95844_2291,རྡོ་རྗེ་གནདྷ་རཱིའི་སྒྲུབ་ཐབས།,IBBC93A1D,MW1PD95844_2291,40
MW1PD95844_1082,ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྦྱོར་ཀ་ཆེན་པོའི་ཆོ་ག།,IBBD1D16C,MW1PD95844_1082,25
MW1PD95844_2720,འཆི་ཀ་མའི་བསྟན་ཆོས།,IBBD55F44,MW1PD95844_2720,47
MW1PD95844_1753,རྣམ་འཇོམས་ཀྱི་སྒྲུབ་ཐབས་བརྒྱ་རྩ་བརྒྱད།,IBC90B0F4,MW1PD95844_1753,38
MW1PD95844_2527,ཌཱ་ཀི་མའི་ཞལ་གདམས།,IBCBD5C06,MW1PD95844_2527,42
MW1PD95844_2687,གནོད་སྦྱིན་མ་ཀུན་ནས་འཁྱིལ་པའི་གྭ་ཐབས་ཀྱི་དོན་བསྡུས་པའི་འགྲེལ་པ།,IBD19DD90,MW1PD95844_2687,46
MW1PD95844_2502,དཔལ་འཁོར་ལོ་སྡོམ་པའི་རབ་ཏུ་གནས་པའི་ཆོ་ག།,IBD249D61,MW1PD95844_2502,42
MW1PD95844_2640,གསང་བའི་མན་ངག་འཇམ་པའི་ཐིགས་པ།,IBDA7DA98,MW1PD95844_2640,44
MW1PD95844_3562,ཤཱ་རིའི་བུའི་བརྒྱད་པ།,IBDD8D3D0,MW1PD95844_3562,114
MW1PD95844_2644,སྒེག་རྡོར་གྱིས་མཛད་པའི་རྒྱུད་བཤགས།,IBE184E24,MW1PD95844_2644,44
MW1PD95844_2518,དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག།,IBE559877,MW1PD95844_2518,42
MW1PD95844_1605,ཆོས་སྤྱོད་ཐམས་ཅད་ཀྱི་མན་ངག་མངོན་པར་རྟོགས་པའི་རྣམ་བཤད་གཟི་བརྗིད་སྣང་བ།,IBEED7CA3,MW1PD95844_1605,37
MW1PD95844_2602,མན་ངག་གི་རྒྱལ་པོ་ལྟ་བའི་འཕྲེང་བ།,IBEF79BC9,MW1PD95844_2602,43
MW1PD95844_2682,གཤིན་རྗེ་གཤེད་དམར་ལྷ་ལྔའི་མངོན་པར་རྟོགས་པ་དངོས་གྲུབ་ཀྱི་སྙེ་མ།,IBFD4DFB3,MW1PD95844_2682,46
MW1PD95844_2864,དཀྱིལ་འཁོར་གྱི་རྣམ་པར་དབྱེ་བའི་རབ་ཏུ་བྱེད་པ།,IBFF08CA3,MW1PD95844_2864,47
MW1PD95844_2710,སྒྲོལ་མ་དམར་མོས་འགྲོ་བ་དབང་དུ་བསྡུ་བའི་འཁོར་ལོའི་ཆོ་ག།,IC0019101,MW1PD95844_2710,47
MW1PD95844_2635,བསྲེ་བའི་ཐོ་བྱང་།,IC031CE3D,MW1PD95844_2635,44
MW1PD95844_2501,དཔའ་བོ་གཅིག་པའི་གཏོར་མའི་ཆོ་ག།,IC0834AA0,MW1PD95844_2501,42
MW1PD95844_2576,སྒྲོན་མེ་གཅིག་པའི་མན་ངག།,IC2884163,MW1PD95844_2576,42
MW1PD95844_2582,བདག་མེད་མའི་བྱིན་རླབས།,IC3A1E4A9,MW1PD95844_2582,42
