FILE NAME,TITLE,OP ID,BDRC ID,VOLUME NUMBER
MW1PD95844_0674,ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,I3B42D622,MW1PD95844_0674,47
MW1PD95844_1477,འཇམ་དཔལ་དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས།,I3B971391,MW1PD95844_1477,33
MW1PD95844_1196,རྡོ་རྗེའི་གླུ།,I3BEC707C,MW1PD95844_1196,27
MW1PD95844_2569,གསང་བའི་དབང་གི་རབ་ཏུ་བྱེད་པ།,I3C0CA1AC,MW1PD95844_2569,42
MW1PD95844_2618,སྒྱུ་འཕྲུལ་དྲ་བའི་མན་ངག་རིམ་པ་གསུམ་པ།,I3C4F0F8F,MW1PD95844_2618,43
MW1PD95844_2577,དགེས་པ་རྡོ་རྗེའི་མན་ངག,I3C83133C,MW1PD95844_2577,42
MW1PD95844_2515,རང་ཤར་ཕྱག་རྒྱ་ཆེན་པོའི་རྡོ་རྗེའི་ཚིག་རྐང་།,I3CD09B17,MW1PD95844_2515,42
MW1PD95844_2624,སྒྱུ་འཕྲུལ་དཔེ་ཆུང་རང་གནས་ཀྱི་རིམ་པ།,I3CEEDE93,MW1PD95844_2624,43
MW1PD95844_0287,རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,I3F0943F0,MW1PD95844_0287,8
MW1PD95844_2605,གཡུའི་ཐང་མ་ཀྲས་དགུ།,I3F1A9497,MW1PD95844_2605,43
MW1PD95844_1979,གཤིན་རྗེ་དགྲ་ནག་པོའི་སྒྲུབ་ཐབས།,I3FEEC056,MW1PD95844_1979,40
MW1PD95844_1092,རྟེན་འབྲེལ་གྱི་མཐུས་བསྲུང་བ།,I413012C0,MW1PD95844_1092,25
MW1PD95844_2610,དྲ་བ་ཆུང་དུ།,I4131E704,MW1PD95844_2610,43
MW1PD95844_2723,ཚ་ཚཱའི་ཆོ་ག།,I416FBEEE,MW1PD95844_2723,47
MW1PD95844_2867,མཁའ་འགྲོ་མའི་དཀྱིལ་འཁོར་གྱི་སྒྲུབ་ཐབས་ཀྱི་རིམ་པ།,I4180446D,MW1PD95844_2867,47
MW1PD95844_2825,གསལ་བྱེད་ཉི་མའི་འཁོར་ལོས་དབང་དུ་བྱ་བ།,I41B21D24,MW1PD95844_2825,47
MW1PD95844_2571,ལྷན་ཅིག་སྐྱེས་པ་གྲུབ་པ།,I41FFFCA4,MW1PD95844_2571,42
MW1PD95844_1816,སྟོང་ཆེན་མོ་རབ་ཏུ་འཇོམས་མའི་སྒྲུབ་ཐབས།,I42445A3A,MW1PD95844_1816,38
MW1PD95844_2848,ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་བསྒྲུབ་ཐབས།,I42FB12E2,MW1PD95844_2848,47
O2MS163914CZ187923,གཎྜ་རའི་གླུ།,I43A363F4,,27
MW1PD95844_2672,དཔལ་ལྡན་གཤིན་རྗེ་གཤེད་ནག་པོའི་འཁྲུལ་འཁོར་བྲི་བའི་ཆོ་ག་རྒྱས་པའི་རྟོག་པ།,I43E7AD06,MW1PD95844_2672,46
O2MS163914CZ187730,སྦྱིན་སྲེག་གི་སྦྱོར་ཀ།,I444AAA84,,25
MW1PD95844_0072,དུས་མཆོད་ཆེན་མོ་བཞིའི་ཚིག་ལེའུར་བྱས་པ།,I448B91C4,MW1PD95844_0072,1
MW1PD95844_2824,སྔགས་ཀྱི་རྒྱལ་པོའི་དམ་ཚིག་དངོས་གྲུབ་སྒྲུབ་པའི་ཐབས།,I44B56FEA,MW1PD95844_2824,47
O2MS163914CZ189501,ཤྲཱི་བ་སན་ཏ་ཏི་ལ་ཀ།,I44BB5806,,42
MW1PD95844_1668,དོན་ཡོད་ཞགས་པའི་སྒྲུབ་ཐབས་མདོ་ལས་བསྡུས་པ།,I45994609,MW1PD95844_1668,47
MW1PD95844_1115,ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས།,I45F64EF9,MW1PD95844_1115,37
MW1PD95844_2857,དཔལ་རྒྱུད་སྡེ་ལྔའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་དེ་ཁོ་ན་ཉིད་བསྡུས་པ་གསང་བ།,I46164CA6,MW1PD95844_2857,47
MW1PD95844_2613,སྒྱུ་འཕྲུལ་མན་ངག་རྣམ་པར་བཀོད་པ།,I47055791,MW1PD95844_2613,43
MW1PD95844_2544,བདེ་གཤེགས་འཁོར་ལོའི་སྒྲུབ་པའི་ཐབས།,I4742D3A8,MW1PD95844_2544,42
MW1PD95844_2809,འཇིགས་བྱེད་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,I47654ACE,MW1PD95844_2809,47
MW1PD95844_0073,ཨེ་ཀ་ནཱ་ཐའི་དོན་འགྲེལ།,I4856E5F3,MW1PD95844_0073,1
MW1PD95844_2493,རང་གི་ལྟ་བའི་འདོད་པ་མདོར་བསྟན་པ་ཡོངས་སུ་བརྟག་པ།,I49747D8A,MW1PD95844_2493,42
MW1PD95844_1268,ནཱ་རོ་པཎྜི་ཏིའི་གླུ།,I49C6F9DD,MW1PD95844_1268,27
MW1PD95844_2564,དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་རིན་པོ་ཆེ་སྦྱོར་བའི་འཕྲེང་བ།,I49D3BDDD,MW1PD95844_2564,42
O2MS163914CZ187235,སྒྲོལ་མའི་ནང་གི་གཏོར་ཆོག།,I4A116ADB,,14
MW1PD95844_2608,སྒྱུ་འཕྲུལ་ཕྱག་རྒྱ་བསམ་གཏན།,I4A6A5444,MW1PD95844_2608,43
MW1PD95844_0677,དཔལ་ནག་པོ་ཆེན་པོ་ལ་བསྟོད་པ།,I4A95AD50,MW1PD95844_0677,47
MW1PD95844_2771,བྱིན་གྱིས་བརླབས་པ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,I4B34A4A6,MW1PD95844_2771,47
MW1PD95844_2504,རྣལ་འབྱོར་བཅུ་པ།,I4B4BBC4A,MW1PD95844_2504,42
MW1PD95844_0595,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,I4BB0DB0C,MW1PD95844_0595,47
MW1PD95844_2526,ནི་གུ་མའི་གདམས་པ།,I4CCC614A,MW1PD95844_2526,42
MW1PD95844_0817,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་གསང་བ་འདུས་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,I4D93CDDD,MW1PD95844_0817,46
MW1PD95844_2793,སྲོག་བདུད་ནག་པོའི་དབང་བསྡུས་པ་རིན་པོ་ཆེ་རྒྱས་པ།,I4DEC9CB4,MW1PD95844_2793,47
MW1PD95844_0451,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།,I4E0F38F1,MW1PD95844_0451,42
MW1PD95844_1238,ཚེ་བསྒྲུབ་པའི་ཐབས།,I4E1D055F,MW1PD95844_1238,47
MW1PD95844_1501,མཚན་ཡང་དག་པར་བརྗོད་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,I4E316511,MW1PD95844_1501,33
MW1PD95844_2776,ལྷ་མོའི་སྲོག་སྒྲུབ།,I4E8BB1AA,MW1PD95844_2776,47
MW1PD95844_2647,ཨིནྡྲ་བྷཱུ་ཏིའི་རིམ་པ་གཉིས་པ།,I4EF4F698,MW1PD95844_2647,44
MW1PD95844_1948,སོ་སོར་འབྲང་མ་ཆེན་མོའི་སྒྲུབ་ཐབས།,I4F3D377D,MW1PD95844_1948,40
MW1PD95844_2761,དཔལ་ལྷ་མོ་ནག་མོ་ལ་བསྟོད་པ།,I4F521167,MW1PD95844_2761,47
MW1PD95844_1166,གྲུབ་མཐའ་བདུན་པ།,I4F8FD8BD,MW1PD95844_1166,26
MW1PD95844_2714,གཞལ་ཡས་ཁང་སྦྱིན་པ།,I4FB400C1,MW1PD95844_2714,47
MW1PD95844_2606,སྒྱུ་འཕྲུལ་དྲ་བ་མེ་ལོང་ལྟ་བུའི་བསྒྲུབ་ཐབས།,I4FBAB3EB,MW1PD95844_2606,43
MW1PD95844_2620,དམ་ཚིག་གསལ་བཀྲ།,I4FF794AF,MW1PD95844_2620,43
MW1PD95844_2802,མགོན་པོ་བྱ་རོག་གདོང་གི་གཏོར་མདོས།,I504940D4,MW1PD95844_2802,47
MW1PD95844_2538,བཅོམ་ལྡན་འདས་བདེ་མཆོག་འཁོར་ལོའི་བསྟོད་པ།,I505ABB4D,MW1PD95844_2538,42
MW1PD95844_2659,དྲན་པ་གཅིག་པ།,I51059456,MW1PD95844_2659,44
MW1PD95844_2763,དཔལ་ལྷ་མོ་ནག་མོ་ལ་བསྟོད་པ།,I537C4DF1,MW1PD95844_2763,47
MW1PD95844_2846,རེག་འབིགས་མའི་བསྒྲུབ་ཐབས།,I5383306B,MW1PD95844_2846,47
O2MS163914CZ189790,སྣ་ཚོགས་ནོར་བུ་བདེ་མཆོག་འཁོར་ལོའི་སྒྲུབ་ཐབས།,I539CC597,,47
O2MS163914CZ189467,ཆོས་དྲུག་རྡོ་རྗེའི་ཚིག་རྐང་།,I541E2E81,,42
MW1PD95844_2643,བདེ་བ་ཆེན་པོ་ཕྱག་རྒྱའི་མན་ངག།,I54221421,MW1PD95844_2643,44
MW1PD95844_0817,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་གསང་བ་འདུས་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,I544A0B29,MW1PD95844_0817,44
MW1PD95844_1983,གཤིན་རྗེ་མཐར་བྱེད་ཀྱི་སྒྲུབ་ཐབས།,I5479AACA,MW1PD95844_1983,40
MW1PD95844_2550,རྡོ་རྗེ་རྣལ་འབྱོར་མ་དབུ་བཅད་མའི་སྒྲུབ་ཐབས།,I54CCFC93,MW1PD95844_2550,42
MW1PD95844_2515,རང་ཤར་ཕྱག་རྒྱ་ཆེན་པོའི་རྡོ་རྗེའི་ཚིག་རྐང་།,I54EDDD29,MW1PD95844_2515,42
O2MS163914CZ189832,བླ་མ་གསང་བར་སྒྲུབ་པ།,I54F45330,,47
O2MS163914CZ189813,ཨཱ་པ་ར་ཙ་ཏ་རིན་ཆེན་བཟང་པོའི་སྒྲུབ་ཐབས།,I556AACED,,47
MW1PD95844_2742,མི་གཡོ་བའི་འཁོར་ལོ།,I58696916,MW1PD95844_2742,47
MW1PD95844_3554,རི་མོའི་མཚན་ཉིད།,I592E3166,MW1PD95844_3554,114
MW1PD95844_2588,རིགས་ལྡན་མའི་སྒྲུབ་ཐབས།,I59A90CA2,MW1PD95844_2588,42
MW1PD95844_2733,ཐམས་ཅད་གྲུབ་པ་དཔལ་འཕེལ་ལྷ་མོ་ལ་སློབ་དཔོན་ཀླུ་སྒྲུབ་ཀྱིས་བསྟོད་པ།,I59DB30EE,MW1PD95844_2733,47
MW1PD95844_1478,མཚན་ཡང་དག་པར་བརྗོད་པའི་ཆོ་ག་མདོ་དང་བསྲེས་པ།,I5BCEA00C,MW1PD95844_1478,33
MW1PD95844_2817,ཚོགས་ཀྱི་བདག་པོ་ལ་བསྟོད་པ།,I5C448C84,MW1PD95844_2817,47
MW1PD95844_0451,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།,I5CE6D6C5,MW1PD95844_0451,42
MW1PD95844_2770,དཔལ་མགོན་ཞལ་བཞི་པའི་བསྟོད་ཆེན།,I5D0F8044,MW1PD95844_2770,47
MW1PD95844_2769,དཔལ་ལྡན་ལྷ་མོ་དུད་སོལ་མའི་རྗེས་གནང་།,I5D559521,MW1PD95844_2769,47
MW1PD95844_2348,འཕགས་པ་ཁ་སརྤ་ཎཱི་འཇིག་རྟེན་མགོན་པོའི་སྒྲུབ་ཐབས།,I5D85CBD5,MW1PD95844_2348,40
MW1PD95844_2735,འཕགས་མ་སྒྲོལ་མའི་བཀྲ་ཤིས་པ།,I5DBC8A8F,MW1PD95844_2735,47
MW1PD95844_2535,དཔལ་འཁོར་ལོ་སྡོམ་པ་བཅུ་གསུམ་གྱི་བདག་ཉིད་ཅན་ལ་མཆོད་པའི་ཆོ་ག།,I5E0552D8,MW1PD95844_2535,42
MW1PD95844_2695,འཕགས་པ་དོན་ཡོད་ཞགས་པའི་སྒྲུབ་ཐབས།,I600C7607,MW1PD95844_2695,47
MW1PD95844_2590,རྗེ་བཙུན་ཀུ་རུ་ཀུ་ལེ་ལ་བསྟོད་པ།,I61FF2171,MW1PD95844_2590,42
MW1PD95844_2753,ནག་པོ་ཆེན་པོའི་བསྟོད་པ།,I6295494B,MW1PD95844_2753,47
